name	x	y	z
Fp1	-0.30901699437494745	0.9510565162951535	6.123233995736766E-17
Fz	4.329780281177467E-17	0.7071067811865476	0.7071067811865476
F3	-0.5450074457687163	0.673028145070219	0.5000000000000001
F7	-0.8090169943749475	0.5877852522924731	6.123233995736766E-17
FT9	-0.8754521391572586	0.2844516431214245	-0.3907311284892738
FC5	-0.8656006983877809	0.349725383249891	0.3583679495453004
FC1	-0.3577755098413572	0.3704873859726016	0.8571673007021123
C3	-0.7071067811865476	-0	0.7071067811865476
T7	-1	-0	6.123233995736766E-17
TP9	-0.8754521391572586	-0.2844516431214245	-0.3907311284892738
CP5	-0.8715724127386971	-0.3345653031794291	0.3583679495453004
CP1	-0.3577755098413572	-0.3704873859726016	0.8571673007021123
Pz	4.329780281177467E-17	-0.7071067811865476	0.7071067811865476
P3	-0.5450074457687163	-0.673028145070219	0.5000000000000001
P7	-0.8090169943749475	-0.5877852522924731	6.123233995736766E-17
O1	-0.30901699437494745	-0.9510565162951535	6.123233995736766E-17
Oz	6.123233995736766E-17	-1	6.123233995736766E-17
O2	0.30901699437494745	-0.9510565162951535	6.123233995736766E-17
P4	0.5450074457687163	-0.673028145070219	0.5000000000000001
P8	0.8090169943749475	-0.5877852522924731	6.123233995736766E-17
TP10	0.8754521391572586	-0.2844516431214245	-0.3907311284892738
CP6	0.8715724127386971	-0.3345653031794291	0.3583679495453004
CP2	0.3577755098413572	-0.3704873859726016	0.8571673007021123
Cz	0	0	1
C4	0.7071067811865476	0	0.7071067811865476
T8	1	0	6.123233995736766E-17
FT10	0.8754521391572586	0.2844516431214245	-0.3907311284892738
FC6	0.8715724127386971	0.3345653031794291	0.3583679495453004
FC2	0.3577755098413572	0.3704873859726016	0.8571673007021123
F4	0.5450074457687163	0.673028145070219	0.5000000000000001
F8	0.8090169943749475	0.5877852522924731	6.123233995736766E-17
Fp2	0.30901699437494745	0.9510565162951535	6.123233995736766E-17
AF7	-0.5877852522924731	0.8090169943749475	6.123233995736766E-17
AF3	-0.3600949692966558	0.8912663244874977	0.27563735581699916
AFz	5.636466611900673E-17	0.9205048534524404	0.3907311284892737
F1	-0.28271918486560554	0.6997545376694319	0.6560590289905073
F5	-0.7254734110258385	0.6306444148430618	0.27563735581699916
FT7	-0.9510565162951535	0.3090169943749474	6.123233995736766E-17
FC3	-0.6600838720297372	0.36589046498407457	0.6560590289905073
C1	-0.39073112848927377	-0	0.9205048534524404
C5	-0.9271838545667874	-0	0.37460659341591196
TP7	-0.9510565162951535	-0.3090169943749474	6.123233995736766E-17
CP3	-0.6600838720297372	-0.36589046498407457	0.6560590289905073
P1	-0.28271918486560554	-0.6997545376694319	0.6560590289905073
P5	-0.7254734110258385	-0.6306444148430618	0.27563735581699916
PO7	-0.5877852522924731	-0.8090169943749475	6.123233995736766E-17
PO3	-0.3600949692966558	-0.8912663244874977	0.27563735581699916
POz	5.636466611900673E-17	-0.9205048534524404	0.3907311284892737
PO4	0.3600949692966558	-0.8912663244874977	0.27563735581699916
PO8	0.5877852522924731	-0.8090169943749475	6.123233995736766E-17
P6	0.7254734110258385	-0.6306444148430618	0.27563735581699916
P2	0.28271918486560554	-0.6997545376694319	0.6560590289905073
CPz	2.293803827831453E-17	-0.374606593415912	0.9271838545667874
CP4	0.6600838720297372	-0.36589046498407457	0.6560590289905073
TP8	0.9510565162951535	-0.3090169943749474	6.123233995736766E-17
C6	0.9271838545667874	0	0.37460659341591196
C2	0.39073112848927377	0	0.9205048534524404
FC4	0.6600838720297372	0.36589046498407457	0.6560590289905073
FT8	0.9510565162951535	0.3090169943749474	6.123233995736766E-17
F6	0.7254734110258385	0.6306444148430618	0.27563735581699916
AF8	0.5877852522924731	0.8090169943749475	6.123233995736766E-17
AF4	0.3600949692966558	0.8912663244874977	0.27563735581699916
F2	0.28271918486560554	0.6997545376694319	0.6560590289905073
